"","player","schl","season","total_games","total_starts","total_min","next_season"
"3874","Darweshi Hunter","Northern Illinois",2021,30,10,523,2022
"3875","Darweshi Hunter","Northern Illinois",2022,30,8,714,2023
"3876","DaShawn Jackson","Eastern Kentucky",2021,17,1,152,2022
"3877","DaShawn Jackson","Eastern Kentucky",2022,30,0,260,2023
"3878","DaShawn Jackson","Eastern Kentucky",2023,4,0,41,2024
"3879","DaShonte Riley","Eastern Michigan",2011,19,18,433,2012
"3880","DaShonte Riley","Eastern Michigan",2012,34,28,796,2013
"3881","DaShonte Riley","Eastern Michigan",2013,37,36,950,2014
"3882","Dasonte Bowen","Iowa",2022,26,1,245,2023
"3883","Dasonte Bowen","Iowa",2023,7,7,150,2024
"3884","Davante Cooper","Bradley",2015,26,1,208,2016
"3885","Davante Drinkard","Southern Illinois",2010,31,6,347,2011
"3886","Davante Drinkard","Southern Illinois",2011,15,4,205,2012
"3887","Davante Drinkard","Southern Illinois",2012,29,4,366,2013
"3888","Davante Drinkard","Southern Illinois",2013,33,19,507,2014
"3889","Davante Gardner","Marquette",2010,33,0,296,2011
"3890","Davante Gardner","Marquette",2011,27,12,516,2012
"3891","Davante Gardner","Marquette",2012,35,0,748,2013
"3892","Davante Gardner","Marquette",2013,32,8,850,2014
"3893","Dave Barnett","Buffalo",2010,34,33,931,2011
"3894","Dave Barnett","Buffalo",2011,31,13,819,2012
"3895","Dave Morris","Tennessee State",2018,28,4,422,2019
"3896","Dave Sobolewski","Northwestern",2011,33,33,1163,2012
"3897","Dave Sobolewski","Northwestern",2012,32,32,1115,2013
"3898","Dave Sobolewski","Northwestern",2013,27,21,579,2014
"3899","Dave Sobolewski","Northwestern",2014,31,2,337,2015
"3900","Daveon Balls","Northern Illinois",2012,29,12,581,2013
"3901","Daveon Balls","Northern Illinois",2013,32,1,576,2014
"3902","David Acosta","Tennessee State",2021,16,0,116,2022
"3903","David Acosta","Tennessee State",2022,32,0,360,2023
"3904","David Acosta","Tennessee State",2023,7,2,79,2024
"3905","David Appolon","Robert Morris",2011,14,0,113,2012
"3906","David Appolon","Robert Morris",2012,29,0,397,2013
"3907","David Appolon","Robert Morris",2013,35,15,582,2014
"3908","David Appolon","Robert Morris",2014,21,9,460,2015
"3909","David Bell","Ohio State",2015,23,0,125,2016
"3910","David Bell","Ohio State",2016,15,0,101,2017
"3911","David Boarden","Southern Illinois-Edwardsville",2010,29,13,495,2011
"3912","David Boarden","Southern Illinois-Edwardsville",2011,18,1,67,2012
"3913","David Bohm","Northern Kentucky",2020,25,7,445,2021
"3914","David Bohm","Northern Kentucky",2021,20,5,221,2022
"3915","David Brown","Western Michigan",2010,9,0,104,2011
"3916","David Brown","Western Michigan",2011,10,4,155,2012
"3917","David Brown","Western Michigan",2012,22,0,523,2013
"3918","David Brown","Western Michigan",2013,33,33,1123,2014
"3919","David Brown","Western Michigan",2014,34,34,1119,2015
"3920","David Burrell","East Tennessee State",2016,35,1,597,2017
"3921","David Burrell","East Tennessee State",2017,33,33,718,2018
"3922","David Chadwick","Valparaiso",2013,12,0,84,2014
"3923","David Chadwick","Valparaiso",2014,12,2,105,2015
"3924","David Coit","Northern Illinois",2022,29,26,997,2023
"3925","David Coit","Northern Illinois",2023,7,7,237,2024
"3926","David Cole","Robert Morris",2017,32,11,342,2018
"3927","David Cole","Robert Morris",2018,1,0,5,2019
"3928","David Craig","Tennessee Tech",2023,8,5,85,2024
"3929","David Dejulius","Cincinnati",2020,19,16,561,2021
"3930","David Dejulius","Cincinnati",2021,33,33,945,2022
"3931","David Dejulius","Cincinnati",2022,36,36,1171,2023
"3932","David Dejulius","Michigan",2018,25,0,95,2019
"3933","David Dejulius","Michigan",2019,31,1,649,2020
"3934","David Didenko","Tennessee-Martin",2021,22,7,309,2022
"3935","David DiLeo","Central Michigan",2016,32,1,784,2017
"3936","David DiLeo","Central Michigan",2017,36,36,1210,2018
"3937","David DiLeo","Central Michigan",2018,35,35,1204,2019
"3938","David DiLeo","Central Michigan",2019,32,32,1005,2020
"3939","David Douglas Jr.","Green Bay",2023,7,2,149,2024
"3940","David Early","Tennessee Tech",2023,8,8,248,2024
"3941","David Gebru","Western Illinois",2010,9,4,150,2011
"3942","David Gebru","Western Illinois",2011,30,1,295,2012
"3943","David Goodwater","Cleveland State",2014,3,0,4,2015
"3944","David Howard","Evansville",2013,27,0,197,2014
"3945","David Howard","Evansville",2014,25,0,163,2015
"3946","David Howard","Evansville",2015,28,0,150,2016
"3947","David Howard","Evansville",2016,32,25,696,2017
"3948","David Jean-Baptiste","Chattanooga",2017,33,17,891,2018
"3949","David Jean-Baptiste","Chattanooga",2018,31,22,852,2019
"3950","David Jean-Baptiste","Chattanooga",2019,33,33,1000,2020
"3951","David Jean-Baptiste","Chattanooga",2020,22,18,752,2021
"3952","David Jean-Baptiste","Chattanooga",2021,33,32,1093,2022
"3953","David Jenkins","Purdue",2022,34,0,516,2023
"3954","David Jenkins","South Dakota State",2017,35,21,1032,2018
"3955","David Jenkins","South Dakota State",2018,32,32,1059,2019
"3956","David Jesperson","Green Bay",2016,30,0,258,2017
"3957","David Jesperson","Green Bay",2017,33,33,819,2018
"3958","David Jones","DePaul",2020,9,1,129,2021
"3959","David Jones","DePaul",2021,28,27,836,2022
"3960","David Jones","Memphis",2023,6,6,176,2024
"3961","David Joplin","Marquette",2021,32,0,222,2022
"3962","David Joplin","Marquette",2022,36,0,687,2023
"3963","David Joplin","Marquette",2023,7,7,163,2024
"3964","David Joseph","Bowling Green State",2014,33,26,709,2015
"3965","David Joseph","Bowling Green State",2015,34,33,699,2016
"3966","David Kadiri","Buffalo",2015,30,4,354,2016
"3967","David Kadiri","Buffalo",2016,31,19,503,2017
"3968","David Kamwanga","Tennessee-Martin",2021,16,0,143,2022
"3969","David Kamwanga","Tennessee-Martin",2022,25,0,205,2023
"3970","David Kamwanga","Tennessee-Martin",2023,4,0,14,2024
"3971","David Kyles","Wichita State",2010,37,21,817,2011
"3972","David Kyles","Wichita State",2011,33,12,772,2012
"3973","David Leitao","DePaul",2016,2,0,5,2017
"3974","David Lighty","Ohio State",2010,37,36,1186,2011
"3975","David Mason","Oral Roberts",2013,10,1,58,2014
"3976","David Mazanowski","IUPUI",2010,8,0,8,2011
"3977","David McCormack","Kansas",2018,34,13,363,2019
"3978","David McCormack","Kansas",2019,29,18,425,2020
"3979","David McCormack","Kansas",2020,29,28,669,2021
"3980","David McCormack","Kansas",2021,40,37,874,2022
"3981","David McFarland","Southern Illinois-Edwardsville",2017,29,23,685,2018
"3982","David McFarland","Southern Illinois-Edwardsville",2018,31,31,924,2019
"3983","David McKinley","Ohio",2010,12,1,49,2011
"3984","David McKinley","Ohio",2011,9,0,15,2012
"3985","David McKinley","Ohio",2012,15,1,26,2013
"3986","David Molinari","DePaul",2014,10,0,14,2015
"3987","David Molinari","DePaul",2015,17,0,30,2016
"3988","David Mutaf","Minnesota",2020,3,0,9,2021
"3989","David N'Guessan","Kansas State",2022,29,18,567,2023
"3990","David N'Guessan","Kansas State",2023,7,7,180,2024
"3991","David Nickelberry","Buffalo",2019,18,0,122,2020
"3992","David Nickelberry","Buffalo",2020,25,1,390,2021
"3993","David Nickelberry","Memphis",2017,33,0,360,2018
"3994","David Nyarsuk","Cincinnati",2012,33,2,373,2013
"3995","David Nyarsuk","Cincinnati",2013,22,0,148,2014
"3996","David Nzekwesi","Denver",2018,25,4,338,2019
"3997","David Nzekwesi","Denver",2019,27,8,448,2020
"3998","David Onanina","Eastern Kentucky",2023,2,0,13,2024
"3999","David Payne","Cleveland State",2017,3,0,4,2018
"4000","David Payne","Cleveland State",2018,4,1,6,2019
"4001","David Pellom","Memphis",2013,30,0,406,2014
"4002","David Rivers","Nebraska",2011,19,0,158,2012
"4003","David Rivers","Nebraska",2012,33,17,829,2013
"4004","David Rivers","Nebraska",2013,25,14,499,2014
"4005","David Rivers","Nebraska",2014,29,25,709,2015
"4006","David Simmons","Middle Tennessee",2017,32,4,573,2018
"4007","David Skara","Valparaiso",2014,34,1,673,2015
"4008","David Skara","Valparaiso",2015,29,13,571,2016
"4009","David Skogman","Buffalo",2020,15,0,127,2021
"4010","David Skogman","Buffalo",2021,30,26,724,2022
"4011","David Sloan","East Tennessee State",2020,24,15,675,2021
"4012","David Sloan","East Tennessee State",2021,32,31,1040,2022
"4013","David Sloan","Kansas State",2019,32,9,623,2020
"4014","David Smith","Drake",2010,26,0,177,2011
"4015","David Smith","Drake",2011,29,1,244,2012
"4016","David Ware","Lindenwood",2022,30,21,495,2023
"4017","David Ware","Lindenwood",2023,5,2,70,2024
"4018","David Wassler","Northern Kentucky",2018,6,0,9,2019
"4019","David Wassler","Northern Kentucky",2019,7,0,17,2020
"4020","David Wassler","Northern Kentucky",2021,3,0,6,2022
"4021","David Wingett","Memphis",2018,4,0,22,2019
"4022","David Wingett","South Dakota State",2019,32,19,820,2020
"4023","David Wingett","South Dakota State",2020,21,7,370,2021
"4024","David Wingett","South Dakota State",2021,16,0,111,2022
"4025","David Wishon","Lipscomb",2015,26,10,259,2016
"4026","David Wishon","Tulsa",2011,14,0,52,2012
"4027","Davide Curletti","Northwestern",2010,34,0,502,2011
"4028","Davide Curletti","Northwestern",2011,33,4,628,2012
"4029","Davids Atelbauers","North Dakota",2018,17,7,176,2019
"4030","Davids Atelbauers","North Dakota",2019,25,0,233,2020
"4031","Davin Zeigler","Bowling Green State",2019,24,8,255,2020
"4032","Davin Zeigler","Bowling Green State",2020,6,0,66,2021
"4033","Davin Zeigler","Green Bay",2022,22,13,499,2023
"4034","Davion Bailey","Ball State",2023,6,6,165,2024
"4035","Davion Bradford","Kansas State",2020,29,25,608,2021
"4036","Davion Bradford","Kansas State",2021,29,12,425,2022
"4037","Davion Mintz","Creighton",2016,29,12,354,2017
"4038","Davion Mintz","Creighton",2017,33,32,696,2018
"4039","Davion Mintz","Creighton",2018,35,35,1011,2019
"4040","Davion Thomas","Middle Tennessee",2017,13,0,39,2018
"4041","Davis Smith","Michigan State",2020,7,0,10,2021
"4042","Davis Smith","Michigan State",2021,12,0,20,2022
"4043","Davis Smith","Michigan State",2022,12,0,22,2023
"4044","Davis Smith","Michigan State",2023,3,0,12,2024
"4045","Davon Dillard","Oklahoma State",2015,6,0,24,2016
"4046","Davon Dillard","Oklahoma State",2016,25,0,324,2017
"4047","Davon Dillard","Oklahoma State",2017,4,0,33,2018
"4048","Davonta Jordan","Buffalo",2016,31,5,447,2017
"4049","Davonta Jordan","Buffalo",2017,36,35,907,2018
"4050","Davonta Jordan","Buffalo",2018,36,35,958,2019
"4051","Davonta Jordan","Buffalo",2019,32,32,1006,2020
"4052","Davonte Fitzgerald","Minnesota",2017,31,4,413,2018
"4053","Davonte Gaines","Tennessee",2019,29,1,303,2020
"4054","Davonte Gaines","Tennessee",2020,19,0,68,2021
"4055","DavRon Williams","IUPUI",2014,31,7,721,2015
"4056","Dawon Cummings","Indiana State",2012,33,16,732,2013
"4057","Dawon Cummings","Indiana State",2013,34,30,881,2014
"4058","Dawson Carper","Missouri State",2020,3,0,13,2021
"4059","Dawson Carper","Missouri State",2021,27,0,167,2022
"4060","Dawson Carper","Missouri State",2022,7,2,98,2023
"4061","Dawson Carper","Missouri State",2023,4,0,3,2024
"4062","Dawson Garcia","Marquette",2020,27,27,802,2021
"4063","Dawson Garcia","Minnesota",2022,26,26,828,2023
"4064","Dawson Garcia","Minnesota",2023,7,7,221,2024
"4065","Dawson Verhines","Southern Illinois",2013,32,2,343,2014
"4066","Dawson Verhines","Southern Illinois",2014,31,1,223,2015
"4067","Day Day Thomas","Cincinnati",2023,6,6,142,2024
"4068","Daylan Hamilton","IUPUI",2022,18,5,312,2023
"4069","Daylan Hamilton","IUPUI",2023,3,0,23,2024
"4070","Daylan Hamilton","Western Michigan",2020,15,0,154,2021
"4071","Daylen Harrison","Eastern Michigan",2012,34,34,957,2013
"4072","Daylen Harrison","Eastern Michigan",2013,37,27,855,2014
"4073","Daylen Williams","Cleveland State",2019,14,1,137,2020
"4074","Dayton Gumm","Austin Peay",2017,33,28,860,2018
"4075","Dayton Gumm","Austin Peay",2018,19,6,458,2019
"4076","Dayvion McKnight","Xavier",2023,7,7,209,2024
"4077","De'Angelo Bruster","Western Illinois",2015,26,3,296,2016
"4078","De'Angelo Bruster","Western Illinois",2016,21,8,392,2017
"4079","De'Angelo Bruster","Western Illinois",2017,28,0,475,2018
"4080","De'Antae McMurray","Drake",2016,31,22,819,2017
"4081","De'Antae McMurray","Drake",2017,34,33,1031,2018
"4082","De'Avion Washington","Indiana State",2018,28,0,410,2019
"4083","De'Avion Washington","Indiana State",2019,21,1,117,2020
"4084","De'Meiko Anderson","Western Illinois",2023,8,0,55,2024
"4085","De'Ron Davis","Indiana",2016,34,4,471,2017
"4086","De'Ron Davis","Indiana",2017,15,15,282,2018
"4087","De'Ron Davis","Indiana",2018,30,3,411,2019
"4088","De'Ron Davis","Indiana",2019,31,1,268,2020
"4089","De'Sean Allen-Eikens","North Dakota",2019,33,30,977,2020
"4090","De'Sean Allen-Eikens","North Dakota",2020,5,1,91,2021
"4091","De'Shaud Johnson","East Tennessee State",2010,11,4,94,2011
"4092","De'Vion Harmon","Oklahoma",2019,31,22,880,2020
"4093","De'Vion Harmon","Oklahoma",2020,25,23,797,2021
"4094","De Andre' Austin","Bowling Green State",2017,6,0,14,2018
"4095","De Andre' Austin","Bowling Green State",2018,12,1,35,2019
"4096","Dean Danos","Northern Kentucky",2013,30,7,397,2014
"4097","Dean Danos","Northern Kentucky",2014,19,3,114,2015
"4098","Dean Danos","Northern Kentucky",2015,29,6,377,2016
"4099","Dean Wade","Kansas State",2015,33,31,871,2016
"4100","Dean Wade","Kansas State",2016,35,35,980,2017
"4101","Dean Wade","Kansas State",2017,33,32,1083,2018
"4102","Dean Wade","Kansas State",2018,25,25,761,2019
"4103","DeAndray Buckley","Central Michigan",2012,1,0,0,2013
"4104","DeAndray Buckley","Central Michigan",2013,20,0,145,2014
"4105","DeAndre Abram","Milwaukee",2018,31,28,1003,2019
"4106","DeAndre Abram","Milwaukee",2019,30,21,803,2020
"4107","DeAndre Barnette","Northern Illinois",2011,5,0,19,2012
"4108","DeAndre Craig","Denver",2023,8,0,178,2024
"4109","DeAndre Dishman","Eastern Kentucky",2016,27,7,498,2017
"4110","DeAndre Dishman","Eastern Kentucky",2017,30,23,820,2018
"4111","DeAndre Dishman","Middle Tennessee",2020,23,23,539,2021
"4112","DeAndre Dishman","Middle Tennessee",2021,37,37,1013,2022
"4113","DeAndre Dishman","Middle Tennessee",2022,33,33,894,2023
"4114","DeAndre Gholston","Kent State",2018,15,0,62,2019
"4115","DeAndre Gholston","Milwaukee",2020,22,22,729,2021
"4116","DeAndre Gholston","Milwaukee",2021,31,30,1012,2022
"4117","DeAndre Gholston","Missouri",2022,35,22,812,2023
"4118","DeAndre Kane","Iowa State",2013,36,36,1240,2014
"4119","DeAndre Leatherwood","Morehead State",2013,17,0,88,2014
"4120","Deandre Mathieu","Minnesota",2013,38,38,1145,2014
"4121","Deandre Mathieu","Minnesota",2014,33,25,936,2015
"4122","Deandre Mathieu","Morehead State",2011,29,9,372,2012
"4123","DeAndre Nealy","Kent State",2010,13,3,85,2011
"4124","Deandre Williams","Evansville",2019,18,15,487,2020
"4125","Deandre Williams","Memphis",2020,21,20,548,2021
"4126","Deandre Williams","Memphis",2021,26,25,650,2022
"4127","Deandre Williams","Memphis",2022,35,35,1083,2023
"4128","Deang Deang","Eastern Illinois",2019,10,5,225,2020
"4129","Deang Deang","Eastern Illinois",2020,17,3,262,2021
"4130","Deante Johnson","Cleveland State",2018,29,4,469,2019
"4131","Deante Johnson","Cleveland State",2019,32,3,642,2020
"4132","Deante Johnson","Cleveland State",2020,27,27,625,2021
"4133","Deante Johnson","Cleveland State",2021,31,31,904,2022
"4134","Deante Johnson","Cleveland State",2022,35,35,1064,2023
"4135","Deanthony Tipler","East Tennessee State",2022,21,0,551,2023
"4136","Deantoni Gordon","Wichita State",2019,20,0,134,2020
"4137","DeAntre Jefferson","Chattanooga",2010,32,7,681,2011
"4138","Dearon Tucker","Indiana State",2021,14,2,145,2022
"4139","Dederick Lee","Oral Roberts",2014,20,2,158,2015
"4140","Dedric Boyd","Eastern Kentucky",2017,24,20,651,2018
"4141","Dedric Boyd","Illinois State",2019,27,4,387,2020
"4142","Dedric Boyd","Illinois State",2020,24,0,376,2021
"4143","Dedric Boyd","Tennessee State",2021,32,3,707,2022
"4144","Dedric Boyd","Tennessee State",2022,30,21,758,2023
"4145","Dedric Lawson","Kansas",2018,36,36,1175,2019
"4146","Dedric Lawson","Memphis",2015,33,32,1062,2016
"4147","Dedric Lawson","Memphis",2016,32,32,1104,2017
"4148","Dee Brown","Bowling Green State",2010,33,24,873,2011
"4149","Dee Brown","Bowling Green State",2011,32,32,950,2012
"4150","Dee Davis","Xavier",2011,36,2,399,2012
"4151","Dee Davis","Xavier",2012,28,24,807,2013
"4152","Dee Davis","Xavier",2013,32,29,997,2014
"4153","Dee Davis","Xavier",2014,37,37,1214,2015
"4154","Dee Mitchell","Oklahoma State",2018,5,0,24,2019
"4155","Dee Mitchell","Oklahoma State",2019,19,2,112,2020
"4156","Dee Mitchell","Oklahoma State",2020,6,0,19,2021
"4157","Dee Oldham","Chattanooga",2015,35,1,681,2016
"4158","Dee Oldham","Tennessee-Martin",2012,28,4,529,2013
"4159","Dee Oldham","Tennessee-Martin",2013,31,14,792,2014
"4160","Dee Oldham","Tennessee-Martin",2014,7,0,117,2015
"4161","Deejuan Pruitt","Southern Illinois-Edwardsville",2021,30,26,814,2022
"4162","Deejuan Pruitt","Southern Illinois-Edwardsville",2022,29,27,824,2023
"4163","Deion Lavender","Southern Illinois",2014,32,13,734,2015
"4164","Deion Lavender","Valparaiso",2018,33,20,948,2019
"4165","Deion Turman","Robert Morris",2010,11,0,62,2011
"4166","Deionte Simmons","Chicago State",2016,32,13,479,2017
"4167","Deionte Simmons","Chicago State",2017,26,18,595,2018
"4168","DeJuan Marrero","DePaul",2013,25,3,171,2014
"4169","DeJuan Marrero","Morehead State",2015,37,25,886,2016
"4170","DeJuan Marrero","Morehead State",2016,29,29,825,2017
"4171","Del'Vin Dickerson","Bowling Green State",2014,31,5,473,2015
"4172","Delano Spencer","Tennessee State",2016,29,8,641,2017
"4173","Delano Spencer","Tennessee State",2017,30,27,984,2018
"4174","DelFincko Bogan","Tennessee-Martin",2017,31,15,845,2018
"4175","DelFincko Bogan","Tennessee-Martin",2018,31,28,969,2019
"4176","Delino Dear","Toledo",2010,32,31,806,2011
"4177","Delino Dear","Toledo",2011,33,4,445,2012
"4178","Delino Dear","Toledo",2012,2,0,3,2013
"4179","Delrecco Gillespie","Kent State",2022,25,0,136,2023
"4180","Delrecco Gillespie","Kent State",2023,8,1,92,2024
"4181","Delshon Strickland","Chicago State",2018,26,13,606,2019
"4182","Delundre Dixon","Chicago State",2015,25,4,299,2016
"4183","Delundre Dixon","Chicago State",2016,25,13,551,2017
"4184","Delvon Roe","Michigan State",2010,34,23,802,2011
"4185","Demajeo Wiggins","Bowling Green State",2015,32,7,499,2016
"4186","Demajeo Wiggins","Bowling Green State",2016,32,32,787,2017
"4187","Demajeo Wiggins","Bowling Green State",2017,31,30,860,2018
"4188","Demajeo Wiggins","Bowling Green State",2018,34,34,951,2019
"4189","DeMarc Richardson","Tennessee-Martin",2012,24,13,311,2013
"4190","DeMarc Richardson","Tennessee-Martin",2013,25,11,255,2014
"4191","DeMarcus Grady","Northern Illinois",2010,15,2,169,2011
"4192","DeMarcus Grady","Northern Illinois",2011,13,0,62,2012
"4193","Demarcus Mitchell","Tennessee State",2018,3,0,16,2019
"4194","DeMarcus Phillips","Iowa State",2010,8,0,77,2011
"4195","Demarcus Sharp","Austin Peay",2023,8,8,301,2024
"4196","Demarcus Sharp","Missouri State",2020,21,12,656,2021
"4197","Demarcus Sharp","Missouri State",2021,8,5,174,2022
"4198","Demari Williams","Oral Roberts",2022,19,0,93,2023
"4199","Demarion Burch","Bradley",2023,6,0,78,2024
"4200","Demarion Watson","Iowa State",2022,29,0,338,2023
"4201","Demarion Watson","Iowa State",2023,7,0,58,2024
"4202","Demarius Jacobs","Ball State",2021,30,28,868,2022
"4203","Demarius Jacobs","Ball State",2022,32,32,1021,2023
"4204","Demarius Smith","Austin Peay",2013,25,20,738,2014
"4205","Demarius Smith","Austin Peay",2014,16,10,322,2015
"4206","Demetri McCamey","Illinois",2010,34,31,1137,2011
"4207","Demetric Williams","Wichita State",2010,34,1,464,2011
"4208","Demetric Williams","Wichita State",2011,33,23,801,2012
"4209","Demetric Williams","Wichita State",2012,39,26,973,2013
"4210","Demetrius Calip","Illinois-Chicago",2020,2,0,3,2021
"4211","Demetrius Davis","Chattanooga",2022,35,29,755,2023
"4212","Demetrius Davis","Chattanooga",2023,7,1,133,2024
"4213","Demetrius Harris","Milwaukee",2011,19,0,144,2012
"4214","Demetrius Harris","Milwaukee",2012,32,28,806,2013
"4215","Demetrius Jackson","Notre Dame",2013,30,15,666,2014
"4216","Demetrius Jackson","Notre Dame",2014,38,38,1318,2015
